Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Season
BB McCullum (NZ),2,2,0,61,40,30.50,51,119.60,0,0,0,5,2,2014
BB McCullum (NZ),6,6,2,162,65,40.50,116,139.65,0,2,1,9,10,2013/14
BB McCullum (NZ),2,1,0,68,68,68.00,48,141.66,0,1,0,7,2,2013
BB McCullum (NZ),12,12,0,371,123,30.91,254,146.06,1,1,0,37,16,2012/13
BB McCullum (NZ),1,1,0,91,91,91.00,55,165.45,0,1,0,11,3,2012
BB McCullum (NZ),7,7,1,252,81*,42.00,175,144.00,0,2,1,16,15,2011/12
BB McCullum (NZ),7,7,1,113,33,18.83,116,97.41,0,0,1,14,1,2010
BB McCullum (NZ),5,5,2,240,116*,80.00,141,170.21,1,1,0,25,11,2009/10
BB McCullum (NZ),7,7,0,165,57,23.57,136,121.32,0,1,0,18,4,2009
BB McCullum (NZ),5,5,2,259,69*,86.33,195,132.82,0,4,0,24,10,2008/09
BB McCullum (NZ),1,1,0,24,24,24.00,23,104.34,0,0,0,1,1,2008
BB McCullum (NZ),10,10,1,175,45,19.44,153,114.37,0,0,0,16,6,2007/08
BB McCullum (NZ),2,2,0,67,39,33.50,50,134.00,0,0,0,8,4,2006/07
BB McCullum (NZ),2,2,1,21,17*,21.00,19,110.52,0,0,0,1,1,2005/06
BB McCullum (NZ),1,1,0,36,36,36.00,24,150.00,0,0,0,5,1,2004/05
BB Chari (ZIM),3,3,0,21,19,7.00,31,67.74,0,0,1,4,0,2019/20
BAW Mendis (SL),7,-,-,-,-,-,-,-,-,-,-,-,-,2013/14
BAW Mendis (SL),3,1,1,0,0*,-,0,-,0,0,0,0,0,2013
BAW Mendis (SL),8,1,0,1,1,1.00,2,50.00,0,0,0,0,0,2012/13
BAW Mendis (SL),1,1,1,0,0*,-,0,-,0,0,0,0,0,2011/12
BAW Mendis (SL),1,1,1,0,0*,-,1,0.00,0,0,0,0,0,2011
BAW Mendis (SL),7,2,0,3,2,1.50,12,25.00,0,0,0,0,0,2010
BAW Mendis (SL),9,2,2,4,4*,-,2,200.00,0,0,0,1,0,2009
BAW Mendis (SL),3,-,-,-,-,-,-,-,-,-,-,-,-,2008/09
BAD Manenti (ITA),5,5,0,52,22,10.40,43,120.93,0,0,1,7,2,2023
BAA Zammitt (GIBR),3,3,0,10,9,3.33,25,40.00,0,0,1,0,0,2023
BA Viraliliu (VAN),1,1,0,39,39,39.00,30,130.00,0,0,0,3,0,2024
BA Viraliliu (VAN),2,1,0,10,10,10.00,10,100.00,0,0,0,1,0,2022/23
BA Stokes (ENG),9,8,3,143,52*,28.60,134,106.71,0,1,0,8,2,2022/23
BA Stokes (ENG),8,5,0,137,46,27.40,96,142.70,0,0,0,9,7,2020/21
BA Stokes (ENG),3,3,1,73,47*,36.50,49,148.97,0,0,0,5,4,2019/20
BA Stokes (ENG),1,1,0,26,26,26.00,27,96.29,0,0,0,1,1,2018/19
BA Stokes (ENG),1,1,0,14,14,14.00,10,140.00,0,0,0,2,0,2018
BA Stokes (ENG),3,3,1,46,38,23.00,39,117.94,0,0,0,3,2,2016/17
BA Stokes (ENG),1,1,0,4,4,4.00,7,57.14,0,0,0,0,0,2016
BA Stokes (ENG),8,7,1,68,15,11.33,43,158.13,0,0,0,6,4,2015/16
BA Stokes (ENG),2,2,2,25,24*,-,14,178.57,0,0,0,4,0,2015
BA Stokes (ENG),3,3,0,9,5,3.00,10,90.00,0,0,1,1,0,2013/14
BA Stokes (ENG),2,1,1,9,9*,-,5,180.00,0,0,0,0,1,2013
BA Stokes (ENG),2,1,0,31,31,31.00,23,134.78,0,0,0,3,1,2011
BA Simango (MOZ),2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2019/20
BA Simango (MOZ),2,2,0,0,0,0.00,4,0.00,0,0,2,0,0,2022
BA Sambo (MOZ),2,1,1,1,1*,-,1,100.00,0,0,0,0,0,2019/20
BA Sambo (MOZ),3,2,2,16,9*,-,19,84.21,0,0,0,2,0,2023
BA Parchment (WI),1,1,0,10,10,10.00,6,166.66,0,0,0,1,1,2007/08
BA Pai (GIBR),3,3,1,74,36,37.00,75,98.66,0,0,0,7,1,2023/24
BA Pai (GIBR),5,5,1,210,107*,52.50,128,164.06,1,1,0,19,6,2021/22
BA Pai (GIBR),4,4,0,124,52,31.00,141,87.94,0,1,0,6,1,2019/20
BA Pai (GIBR),7,5,0,114,53,22.80,115,99.13,0,1,1,9,2,2024
BA Pai (GIBR),10,10,2,126,29,15.75,125,100.8,0,0,1,10,2,2023
BA Pai (GIBR),10,10,3,406,86*,58.00,331,122.65,0,3,0,44,5,2022
BA King (WI),3,3,0,91,63,30.33,60,151.66,0,1,0,15,2,2024/25
BA King (WI),7,7,1,173,82*,28.83,121,142.97,0,2,1,20,8,2023/24
BA King (WI),7,7,1,174,62*,29.00,125,139.20,0,1,0,19,7,2022/23
BA King (WI),10,10,1,259,67,28.77,219,118.26,0,2,1,28,8,2021/22
BA King (WI),3,3,0,24,13,8.00,18,133.33,0,0,1,3,1,2020/21
BA King (WI),8,7,0,129,43,18.42,96,134.37,0,0,0,17,4,2019/20
BA King (WI),8,8,1,245,79,35.00,163,150.30,0,1,0,23,15,2024
BA King (WI),5,5,1,173,85*,43.25,133,130.07,0,1,1,14,10,2023
BA King (WI),7,6,0,218,68,36.33,163,133.74,0,3,0,25,7,2022
BA Carse (ENG),1,1,0,0,0,0.00,1,0.0,0,0,1,0,0,2024
BA Carse (ENG),3,1,1,0,0*,-,1,0.00,0,0,0,0,0,2023
B Zuiderent (NED),4,4,1,83,43*,27.66,93,89.24,0,0,0,5,1,2009/10
B Zuiderent (NED),2,2,0,25,13,12.50,31,80.64,0,0,0,3,0,2009
B Yadav (NEP),1,1,0,5,5,5.00,4,125.00,0,0,0,0,0,2024
B Yadav (NEP),11,7,2,69,39,13.80,52,132.69,0,0,0,1,8,2023/24
B Yadav (NEP),5,2,0,15,8,7.50,23,65.21,0,0,0,1,0,2021/22
B Yadav (NEP),2,1,0,2,2,2.00,2,100.00,0,0,0,0,0,2022
B White (IRE),2,-,-,-,-,-,-,-,-,-,-,-,-,2024/25
B White (IRE),8,2,2,7,5*,-,24,29.16,0,0,0,0,0,2024
B White (IRE),3,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2023/24
B White (IRE),4,2,2,3,2*,-,4,75.00,0,0,0,0,0,2022/23
B White (IRE),5,1,1,2,2*,-,2,100.00,0,0,0,0,0,2021/22
B White (IRE),7,1,1,7,7*,-,7,100.00,0,0,0,1,0,2023
B White (IRE),4,2,2,2,2*,-,4,50.00,0,0,0,0,0,2021
B Wentzel (GUE),1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,2022
B Ward (JER),9,5,1,86,34,21.50,57,150.87,0,0,0,6,3,2024
B Ward (JER),6,5,2,95,33*,31.66,93,102.15,0,0,0,7,4,2021/22
B Ward (JER),8,8,1,132,47,18.85,100,132.00,0,0,1,3,10,2019/20
B Ward (JER),5,4,2,83,58*,41.50,60,138.33,0,1,0,5,5,2019
B Ward (JER),7,5,2,85,47*,28.33,62,137.09,0,0,0,6,3,2023
B Ward (JER),5,5,1,92,38,23.00,65,141.53,0,0,0,6,6,2022
B Vakatini (COK),5,3,1,5,5,2.50,8,62.50,0,0,1,0,0,2022
B Tuyizere (RWN),5,4,2,46,15*,23.00,47,97.87,0,0,0,2,1,2021/22
B Tuyizere (RWN),3,3,0,2,1,0.66,16,12.50,0,0,1,0,0,2023
B Tuyizere (RWN),5,4,0,71,40,17.75,78,91.02,0,0,0,7,0,2021
B Terbish (MNG),2,2,1,1,1*,1.00,5,20.00,0,0,1,0,0,2024
B Terbish (MNG),2,2,0,0,0,0.00,11,0.00,0,0,2,0,0,2023
B Stanlake (AUS),2,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
B Stanlake (AUS),5,1,1,2,2*,-,7,28.57,0,0,0,0,0,2018/19
B Stanlake (AUS),6,1,0,7,7,7.00,5,140.00,0,0,0,0,1,2018
B Stanlake (AUS),5,-,-,-,-,-,-,-,-,-,-,-,-,2017/18
B Stanlake (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2016/17
B Siddharth (OMA),1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,2024
B Shikongo (NAM),9,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
B Shikongo (NAM),3,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
B Shikongo (NAM),3,-,-,-,-,-,-,-,-,-,-,-,-,2022
B Shikongo (NAM),2,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
B Shikongo (NAM),3,-,-,-,-,-,-,-,-,-,-,-,-,2021
B Shikongo (NAM),7,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2019/20
B Shikongo (NAM),4,-,-,-,-,-,-,-,-,-,-,-,-,2019
B Shikongo (NAM),2,2,1,1,1*,1.00,5,20.00,0,0,1,0,0,2024
B Schuster (Samoa),2,-,-,-,-,-,-,-,-,-,-,-,-,2022
B Sai Sudharsan (IND),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
B Regmi (NEP),1,-,-,-,-,-,-,-,-,-,-,-,-,2018/19
B Regmi (NEP),1,-,-,-,-,-,-,-,-,-,-,-,-,2018
B Regmi (NEP),7,7,2,19,11,3.80,43,44.18,0,0,1,2,0,2015
B Regmi (NEP),1,1,0,3,3,3.00,9,33.33,0,0,0,0,0,2014/15
B Regmi (NEP),3,1,1,0,0*,-,0,-,0,0,0,0,0,2013/14
B Regmi (NEP),5,2,1,2,1*,2.00,4,50.00,0,0,0,0,0,2019
B Pondani (MWI),3,2,1,2,2*,2.00,4,50.00,0,0,1,0,0,2024/25
B Pondani (MWI),5,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
B Pondani (MWI),7,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
B Pondani (MWI),3,-,-,-,-,-,-,-,-,-,-,-,-,2022
B Pondani (MWI),3,1,1,0,0*,-,3,0.0,0,0,0,0,0,2021/22
B Pondani (MWI),9,1,1,0,0*,-,3,0.00,0,0,0,0,0,2024
B Pondani (MWI),2,-,-,-,-,-,-,-,-,-,-,-,-,2023
B Pita (Samoa),1,1,0,17,17,17.00,9,188.88,0,0,0,2,0,2022/23
B Niaz (Belg),16,15,2,402,72*,30.92,243,165.43,0,2,1,26,28,2024
B Niaz (Belg),2,2,0,22,22,11.00,35,62.85,0,0,1,2,0,2023
B Niaz (Belg),1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,2022
B Niaz (Belg),7,4,1,28,20*,9.33,87,32.18,0,0,1,0,0,2021
B Namsrai (MNG),11,10,1,14,5,1.55,63,22.22,0,0,5,2,0,2024
B Namsrai (MNG),2,2,0,1,1,0.50,12,8.33,0,0,1,0,0,2023
B Muzarabani (ZIM),5,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2024/25
B Muzarabani (ZIM),12,2,2,2,2*,-,1,200.00,0,0,0,0,0,2023/24
B Muzarabani (ZIM),8,4,3,2,1*,2.00,12,16.66,0,0,0,0,0,2022/23
B Muzarabani (ZIM),6,2,1,5,5*,5.00,7,71.42,0,0,1,1,0,2020/21
B Muzarabani (ZIM),4,2,1,1,1*,1.00,4,25.00,0,0,1,0,0,2018
B Muzarabani (ZIM),2,1,1,0,0*,-,1,0.00,0,0,0,0,0,2017/18
B Muzarabani (ZIM),10,6,2,21,9*,5.25,19,110.52,0,0,1,2,1,2024
B Muzarabani (ZIM),5,1,1,0,0*,-,0,-,0,0,0,0,0,2022
B Muzarabani (ZIM),9,4,2,11,8,5.50,14,78.57,0,0,0,2,0,2021
B Mngoma (SWZ),3,3,2,5,3*,5.00,16,31.25,0,0,0,0,0,2023/24
B Mejaro (LES),3,3,0,2,2,0.66,13,15.38,0,0,2,0,0,2024
B McMullen (SCOT),3,3,0,11,9,3.66,19,57.89,0,0,0,1,0,2023/24
B McMullen (SCOT),7,6,1,274,61*,54.80,178,153.93,0,4,0,23,15,2024
B McMullen (SCOT),6,6,1,212,96,42.40,137,154.74,0,2,0,15,11,2023
B Mavuta (ZIM),2,1,1,0,0*,-,0,-,0,0,0,0,0,2024/25
B Mavuta (ZIM),1,1,1,8,8*,-,8,100.00,0,0,0,0,0,2023/24
B Mavuta (ZIM),2,2,1,10,10*,10.00,9,111.11,0,0,1,0,1,2020/21
B Mavuta (ZIM),2,2,1,35,28,35.00,20,175.00,0,0,0,2,2,2018/19
B Mavuta (ZIM),1,1,1,6,6*,-,3,200.00,0,0,0,1,0,2018
B Mavuta (ZIM),1,1,0,4,4,4.00,7,57.14,0,0,0,0,0,2024
B Mavuta (ZIM),4,2,1,2,2,2.00,4,50.00,0,0,0,0,0,2022
B Masauko (MWI),4,3,1,6,5*,3.00,12,50.00,0,0,1,0,0,2023/24
B Masauko (MWI),7,2,1,1,1,1.00,2,50.00,0,0,0,0,0,2022/23
B Masaba (UGA),12,4,1,31,12,10.33,33,93.93,0,0,0,2,1,2023/24
B Masaba (UGA),11,7,3,99,34*,24.75,86,115.11,0,0,0,9,2,2022/23
B Masaba (UGA),6,2,0,20,12,10.00,32,62.50,0,0,0,2,0,2021/22
B Masaba (UGA),1,1,0,29,29,29.00,25,116.00,0,0,0,3,1,2019/20
B Masaba (UGA),1,-,-,-,-,-,-,-,-,-,-,-,-,2019
B Masaba (UGA),4,4,2,4,3*,2.00,26,15.38,0,0,1,0,0,2024
B Masaba (UGA),17,13,5,176,37*,22.00,123,143.08,0,0,1,18,4,2023
B Masaba (UGA),8,6,0,66,32,11.00,93,70.96,0,0,1,8,0,2022
B Masaba (UGA),3,2,2,14,10*,-,11,127.27,0,0,0,2,0,2021
B Maphosa (BOT),5,3,2,12,6*,12.00,17,70.58,0,0,0,1,0,2022/23
B Maphosa (BOT),2,1,1,6,6*,-,6,100.0,0,0,0,0,0,2023
B Maphosa (BOT),3,1,0,18,18,18.00,20,90.00,0,0,0,0,1,2022
B Mahesh (CYP),6,4,1,16,8,5.33,10,160.0,0,0,0,0,2,2024
B Lee (AUS),4,2,1,6,6*,6.00,5,120.00,0,0,1,1,0,2011/12
B Lee (AUS),2,1,1,4,4*,-,3,133.33,0,0,0,0,0,2011
B Lee (AUS),2,-,-,-,-,-,-,-,-,-,-,-,-,2010/11
B Lee (AUS),4,3,1,16,15,8.00,9,177.77,0,0,1,2,1,2009
B Lee (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2008
B Lee (AUS),9,4,2,17,13,8.50,13,130.76,0,0,0,1,1,2007/08
B Lee (AUS),1,1,1,43,43*,-,21,204.76,0,0,0,4,2,2005/06
B Lee (AUS),1,1,0,15,15,15.00,20,75.00,0,0,0,1,0,2005
B Lee (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2004/05
B Laughlin (AUS),2,-,-,-,-,-,-,-,-,-,-,-,-,2012/13
B Laughlin (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2008/09
B Kumar (IND),8,2,2,5,4*,-,7,71.42,0,0,0,0,0,2022/23
B Kumar (IND),8,1,1,5,5*,-,4,125.00,0,0,0,0,0,2021/22
B Kumar (IND),5,1,1,0,0*,-,0,-,0,0,0,0,0,2020/21
B Kumar (IND),3,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
B Kumar (IND),3,-,-,-,-,-,-,-,-,-,-,-,-,2019
B Kumar (IND),8,2,1,2,1*,2.00,4,50.00,0,0,0,0,0,2018/19
B Kumar (IND),3,-,-,-,-,-,-,-,-,-,-,-,-,2018
B Kumar (IND),8,3,2,6,3*,6.00,10,60.00,0,0,0,0,0,2017/18
B Kumar (IND),2,-,-,-,-,-,-,-,-,-,-,-,-,2017
B Kumar (IND),2,-,-,-,-,-,-,-,-,-,-,-,-,2016
B Kumar (IND),3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2015/16
B Kumar (IND),2,1,0,9,9,9.00,6,150.00,0,0,0,0,0,2015
B Kumar (IND),7,1,1,0,0*,-,1,0.00,0,0,0,0,0,2013/14
B Kumar (IND),2,1,1,6,6*,-,6,100.00,0,0,0,0,0,2012/13
B Kumar (IND),20,6,3,5,2,1.66,11,45.45,0,0,1,0,0,2022
B Kumar (IND),3,2,1,29,16,29.00,43,67.44,0,0,0,0,0,2021
B Kohler-Cadmore (GER),4,4,0,87,38,21.75,60,145.00,0,0,0,8,6,2024
B Khumalo (BOT),3,1,1,2,2*,-,5,40.00,0,0,0,0,0,2022/23
B Khumalo (BOT),1,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
B Khumalo (BOT),9,3,2,7,4*,7.00,7,100.00,0,0,1,0,0,2023
B Khumalo (BOT),3,1,0,1,1,1.00,3,33.33,0,0,0,0,0,2019
B Kgosiemang (BOT),2,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
B Kgosiemang (BOT),4,3,2,10,6*,10.00,25,40.00,0,0,0,0,0,2023
B Karki (NEP),1,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
B Kalki Kumar (MLT),2,1,1,0,0*,-,0,-,0,0,0,0,0,2021/22
B Jerkovic (CRT),4,3,2,7,4,7.00,15,46.66,0,0,0,0,0,2024
B Jerkovic (CRT),5,4,3,27,11*,27.00,58,46.55,0,0,0,1,0,2022
B Jaye (GMB),1,-,-,-,-,-,-,-,-,-,-,-,-,2024/25
B Jagroo (Bhm),4,2,1,4,4*,4.00,8,50.00,0,0,1,1,0,2021/22
B Jagroo (Bhm),5,2,2,10,5*,-,9,111.11,0,0,0,0,0,2022
B Ivanov (BUL),3,-,-,-,-,-,-,-,-,-,-,-,-,2020/21
B Ivanov (BUL),2,1,1,21,21*,-,16,131.25,0,0,0,2,1,2020
B Ivanov (BUL),3,3,1,24,14,12.00,55,43.63,0,0,0,1,0,2019/20
B Ivanov (BUL),1,1,1,5,5*,-,11,45.45,0,0,0,0,0,2024
B Ivanov (BUL),2,2,1,10,10*,10.00,17,58.82,0,0,1,1,0,2021
B Ito-Davis (JPN),10,7,2,132,47*,26.40,95,138.94,0,0,0,10,2,2024
B Isaac (STHEL),7,3,1,57,34,28.50,75,76.00,0,0,0,3,0,2022/23
B Geeves (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2008/09
B Fitchet (GUE),12,12,0,221,41,18.41,167,132.33,0,0,0,27,8,2024
B Fitchet (GUE),2,2,0,63,37,31.50,35,180.00,0,0,0,11,1,2023
B Fernando (SL),5,1,0,0,0,0.00,2,0.0,0,0,1,0,0,2023/24
B Fernando (SL),3,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
B Fernando (SL),5,1,1,2,2*,-,2,100.00,0,0,0,0,0,2021/22
B Fernando (SL),2,1,1,8,8*,-,12,66.66,0,0,0,1,0,2015
B Fernando (SL),2,1,0,20,20,20.00,14,142.85,0,0,0,1,1,2021
B Evans (ZIM),4,3,0,32,19,10.66,27,118.51,0,0,0,1,1,2022/23
B Evans (ZIM),4,3,2,9,5*,9.00,13,69.23,0,0,0,0,0,2022
B Dugic (SRB),2,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2019/20
B Dugic (SRB),4,3,2,13,8*,13.00,26,50.0,0,0,0,0,0,2024
B Dugic (SRB),2,-,-,-,-,-,-,-,-,-,-,-,-,2023
B Dugic (SRB),3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2022
B Bhandari (NEP),4,3,0,73,42,24.33,46,158.69,0,0,0,7,4,2023/24
B Bhandari (NEP),13,10,2,176,58*,22.00,166,106.02,0,1,0,15,5,2019/20
B Bhandari (NEP),6,4,2,76,51*,38.00,47,161.70,0,1,0,4,6,2019
B Bhandari (NEP),1,1,0,21,21,21.00,13,161.53,0,0,0,2,1,2018/19
B Bhandari (NEP),6,6,0,25,13,4.16,37,67.56,0,0,1,2,0,2015
B Bhandari (NEP),1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,2014/15
B Bhandari (NEP),3,3,2,5,4*,5.00,12,41.66,0,0,0,1,0,2013/14
B Bhandari (NEP),1,1,0,13,13,13.00,15,86.66,0,0,0,1,0,2023
B Bhandari (NEP),5,2,1,15,8,15.00,15,100.00,0,0,0,0,0,2021
B Banerjee (Mex),5,3,2,8,6*,8.00,14,57.14,0,0,1,0,0,2019/20
B Banerjee (Mex),1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,2019
B Balala (MWI),4,3,2,9,6*,9.00,18,50.00,0,0,0,0,0,2024/25
B Balala (MWI),2,-,-,-,-,-,-,-,-,-,-,-,-,2024
B Arora (MLT),8,7,3,43,13,10.75,46,93.47,0,0,0,2,1,2024
B Arora (MLT),5,5,0,107,42,21.40,122,87.70,0,0,0,8,4,2021/22
B Arora (MLT),2,2,0,29,15,14.50,26,111.53,0,0,0,2,2,2019/20
B Arora (MLT),2,2,0,35,28,17.50,38,92.10,0,0,0,3,1,2019
B Arora (MLT),15,11,2,100,36,11.11,115,86.95,0,0,1,5,5,2023
B Arora (MLT),12,12,0,213,60,17.75,244,87.29,0,1,0,20,3,2022
B Arora (MLT),12,12,4,299,66*,37.37,320,93.43,0,2,1,34,4,2021
B Angeltti (Arg),1,-,-,-,-,-,-,-,-,-,-,-,-,2024/25
B Angeltti (Arg),1,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
B Angeltti (Arg),3,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2019/20
Azyan Farhath (MDV),4,4,2,184,58,92.00,184,100.00,0,3,0,11,6,2024/25
Azyan Farhath (MDV),5,5,2,99,55,33.00,117,84.61,0,1,0,7,1,2024
Azyan Farhath (MDV),14,14,2,395,66*,32.91,459,86.05,0,1,0,35,4,2023/24
Azyan Farhath (MDV),4,4,0,18,7,4.50,41,43.90,0,0,0,1,0,2021/22
Azyan Farhath (MDV),2,2,1,24,22*,24.00,22,109.09,0,0,0,2,0,2019/20
Azyan Farhath (MDV),6,6,0,64,24,10.66,103,62.13,0,0,0,5,1,2022
Azri Azhar (MAS),2,-,-,-,-,-,-,-,-,-,-,-,-,2024
Azmatullah Omarzai (AFG),8,8,0,111,26,13.87,102,108.82,0,0,0,7,4,2024
Azmatullah Omarzai (AFG),12,12,1,103,31,9.36,88,117.04,0,0,4,7,3,2023/24
Azmatullah Omarzai (AFG),8,4,1,44,21,14.66,39,112.82,0,0,0,5,1,2022/23
Azmatullah Omarzai (AFG),2,1,0,20,20,20.00,18,111.11,0,0,0,2,1,2021/22
Azmatullah Omarzai (AFG),2,2,0,58,33,29.00,39,148.71,0,0,0,2,5,2023
Azmatullah Omarzai (AFG),12,7,2,63,15*,12.60,69,91.30,0,0,0,4,1,2022
Azmat Ali (GER),2,1,0,17,17,17.00,20,85.00,0,0,0,0,1,2021
Aziz Sualley (GHA),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
Aziz Sualley (GHA),6,4,1,9,4,3.00,20,45.00,0,0,0,0,0,2023/24
Aziz Sualley (GHA),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2022/23
Aziz Sualley (GHA),3,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
Aziz Sualley (GHA),2,2,2,4,4*,-,1,400.00,0,0,0,1,0,2022
Aziz Mohammad (Belg),3,3,0,33,25,11.00,25,132.00,0,0,1,3,3,2024
Aziz Mohammad (Belg),3,3,1,19,19,9.50,25,76.00,0,0,1,0,2,2019
Aziz Mohammad (Belg),2,2,0,25,13,12.50,17,147.05,0,0,0,4,1,2023
Aziz Mohammad (Belg),8,8,0,251,72,31.37,181,138.67,0,2,0,24,15,2022
Aziz Mohammad (Belg),3,3,0,80,67,26.66,42,190.47,0,1,0,6,6,2021
Azin Rafeeg (MDV),1,1,1,2,2*,-,5,40.00,0,0,0,0,0,2024
Azin Rafeeg (MDV),2,2,1,24,24*,24.00,17,141.17,0,0,1,3,1,2023
Azhar Andani (PORT),3,3,0,40,29,13.33,54,74.07,0,0,0,4,0,2024
Azhar Andani (PORT),5,5,1,129,70*,32.25,128,100.78,0,1,0,15,1,2023
Azhar Andani (PORT),3,3,0,22,14,7.33,34,64.70,0,0,0,2,0,2022
Azhar Andani (PORT),4,4,0,276,100,69.00,179,154.18,1,1,0,27,6,2021
Azeem Nazir (SUI),4,2,0,36,36,18.00,42,85.71,0,0,1,5,0,2022
Azam Khan (PAK),6,6,2,59,30*,14.75,34,173.52,0,0,3,4,6,2024
Azam Khan (PAK),3,3,0,22,10,7.33,19,115.78,0,0,0,1,1,2023/24
Azam Khan (PAK),2,2,0,1,1,0.50,6,16.66,0,0,1,0,0,2022/23
Azam Khan (PAK),3,2,1,6,5*,6.00,7,85.71,0,0,0,1,0,2021
Azam Khalil (SWE),9,7,0,98,29,14.00,82,119.51,0,0,0,6,4,2022
Ayyaz Qureshi (SVN),4,4,0,55,30,13.75,73,75.34,0,0,0,5,0,2022
Ayush Ummat (EST),1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,2021/22
Ayaan Khan (OMA),17,15,3,220,45,18.33,213,103.28,0,0,1,10,10,2024
Ayaan Khan (OMA),8,7,1,81,22*,13.50,86,94.18,0,0,0,6,2,2023/24
Ayaan Khan (OMA),4,3,0,47,22,15.66,43,109.30,0,0,0,3,1,2022/23
Ayaan Khan (OMA),7,6,0,77,22,12.83,77,100.00,0,0,0,6,2,2021/22
Ayaan Khan (OMA),6,6,1,182,53*,36.40,143,127.27,0,1,0,13,3,2023
Awais Zia (PAK),2,2,0,23,20,11.50,28,82.14,0,0,0,2,0,2014/15
Awais Zia (PAK),3,3,0,47,23,15.66,52,90.38,0,0,0,2,3,2011/12
Awais Malik (QAT),7,3,0,16,9,5.33,23,69.56,0,0,0,1,0,2019/20
Awais Malik (QAT),6,4,0,1,1,0.25,4,25.00,0,0,3,0,0,2019
Awais Malik (QAT),5,-,-,-,-,-,-,-,-,-,-,-,-,2018/19
Awais Ikram (SVN),2,2,0,4,2,2.00,6,66.66,0,0,0,0,0,2022
Awais Ahmed (ESP),5,2,1,12,12*,12.00,4,300.00,0,0,1,0,2,2022/23
Awais Ahmed (ESP),6,3,1,47,34,23.50,53,88.67,0,0,1,1,1,2019/20
Awais Ahmed (ESP),5,3,1,118,102*,59.00,88,134.09,1,0,0,6,6,2019
Awais Ahmed (ESP),9,9,0,107,42,11.88,103,103.88,0,0,1,14,3,2022
Awais Ahmed (ESP),3,3,0,80,47,26.66,62,129.03,0,0,0,10,3,2021
Aviel Warsulkar (ISR),2,2,2,2,2*,-,3,66.66,0,0,0,0,0,2024
Avi Dixit (SGP),4,3,0,40,23,13.33,42,95.23,0,0,0,3,0,2023/24
Avi Dixit (SGP),3,3,0,5,3,1.66,10,50.00,0,0,1,0,0,2022/23
Avi Dixit (SGP),1,1,1,12,12*,-,8,150.00,0,0,0,0,1,2019/20
Avi Dixit (SGP),3,3,1,14,10,7.00,20,70.00,0,0,1,0,0,2023
Avi Dixit (SGP),3,3,0,29,19,9.66,32,90.62,0,0,0,3,0,2022
Avesh Khan (IND),3,1,0,16,16,16.00,12,133.33,0,0,0,3,0,2024
Avesh Khan (IND),4,1,1,1,1*,-,1,100.00,0,0,0,0,0,2023/24
Avesh Khan (IND),2,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
Avesh Khan (IND),1,-,-,-,-,-,-,-,-,-,-,-,-,2023
Avesh Khan (IND),13,3,2,10,8,10.00,7,142.85,0,0,0,0,1,2022
Aung Ko Ko (MYAN),3,1,0,2,2,2.00,6,33.33,0,0,0,0,0,2024
Aung Ko Ko (MYAN),2,2,1,4,2*,4.00,7,57.14,0,0,0,0,0,2023/24
Aung Ko Ko (MYAN),3,3,2,2,2*,2.00,8,25.00,0,0,1,0,0,2023
Atif-Ur-Rehman (KSA),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
